#dt=0.01 mode=0 tensor_mode=shear3 branch=reduced centered=1 transform=irheo Gtcut=200 tail_param=2
#raw_output=1 trusted_time=17.92 trusted_points=71 tail_sigma=0
#scaling_note=For_LJ_or_reduced_units_use_V_over_kBT;_for_LAMMPS_pressure-unit_input_use_V_over_(kBT*nktv2p)
#note=i-RheoFT baseline ported from the open RepTate G(t) application (non-oversampled viewiRheo logic).
#muF_raw=0.0121141
#Frequency(1/time_unit) Gw_storage_red_raw Gw_loss_raw Gw_mag_raw Gw_storage_low_raw Gw_storage_high_raw Gw_loss_low_raw Gw_loss_high_raw
38.1693 0.0121347 0.000662974 0.0121528 0.0121347 0.0121347 0.000662974 0.000662974
42.4805 0.0121066 0.000573812 0.0121202 0.0121066 0.0121066 0.000573812 0.000573812
47.2788 0.0121073 0.000525907 0.0121188 0.0121073 0.0121073 0.000525907 0.000525907
52.619 0.0120925 0.000468139 0.0121015 0.0120925 0.0120925 0.000468139 0.000468139
58.5624 0.0121137 0.00041625 0.0121208 0.0121137 0.0121137 0.00041625 0.00041625
65.1771 0.0120972 0.000396618 0.0121037 0.0120972 0.0120972 0.000396618 0.000396618
72.5389 0.0120768 0.00033619 0.0120815 0.0120768 0.0120768 0.00033619 0.00033619
80.7323 0.0120579 0.000340962 0.0120627 0.0120579 0.0120579 0.000340962 0.000340962
89.8512 0.0120951 0.000286638 0.0120985 0.0120951 0.0120951 0.000286638 0.000286638
100 0.0121057 0.00024844 0.0121083 0.0121057 0.0121057 0.00024844 0.00024844
