#dt=0.01 mode=0 tensor_mode=shear3 branch=reduced centered=1 transform=irheo Gtcut=100 tail_param=2
#raw_output=1 trusted_time=35.84 trusted_points=79 tail_sigma=0
#scaling_note=For_LJ_or_reduced_units_use_V_over_kBT;_for_LAMMPS_pressure-unit_input_use_V_over_(kBT*nktv2p)
#note=i-RheoFT baseline ported from the open RepTate G(t) application (non-oversampled viewiRheo logic).
#muF_raw=1.614
#Frequency(1/time_unit) Gw_storage_red_raw Gw_loss_raw Gw_mag_raw Gw_storage_low_raw Gw_storage_high_raw Gw_loss_low_raw Gw_loss_high_raw
2.28835 1.13631 0.820621 1.40165 1.13631 1.13631 0.820621 0.820621
2.54151 1.57787 0.935196 1.83419 1.57787 1.57787 0.935196 0.935196
2.82267 0.988441 0.89087 1.33066 0.988441 0.988441 0.89087 0.89087
3.13494 1.2258 0.797445 1.46236 1.2258 1.2258 0.797445 0.797445
3.48175 1.85681 1.15398 2.18619 1.85681 1.85681 1.15398 1.15398
3.86693 1.44155 0.496847 1.52477 1.44155 1.44155 0.496847 0.496847
4.29473 1.55527 0.378731 1.60072 1.55527 1.55527 0.378731 0.378731
4.76984 1.39501 0.51752 1.48791 1.39501 1.39501 0.51752 0.51752
5.29753 1.5572 0.422247 1.61343 1.5572 1.5572 0.422247 0.422247
5.88358 1.58375 0.39535 1.63235 1.58375 1.58375 0.39535 0.39535
6.53447 1.69812 0.601302 1.80144 1.69812 1.69812 0.601302 0.601302
7.25737 1.47491 0.274909 1.50031 1.47491 1.47491 0.274909 0.274909
8.06025 1.64723 0.0983256 1.65016 1.64723 1.64723 0.0983256 0.0983256
8.95194 1.45123 0.279888 1.47797 1.45123 1.45123 0.279888 0.279888
9.94228 1.49811 0.314063 1.53068 1.49811 1.49811 0.314063 0.314063
11.0422 1.50991 0.307519 1.54091 1.50991 1.50991 0.307519 0.307519
12.2638 1.64636 0.326883 1.67849 1.64636 1.64636 0.326883 0.326883
13.6205 1.64549 0.10345 1.64874 1.64549 1.64549 0.10345 0.10345
15.1273 1.65455 0.11108 1.65828 1.65455 1.65455 0.11108 0.11108
16.8008 1.61862 0.123682 1.62334 1.61862 1.61862 0.123682 0.123682
18.6595 1.61366 0.123897 1.61841 1.61366 1.61366 0.123897 0.123897
20.7237 1.57357 0.0814368 1.57568 1.57357 1.57357 0.0814368 0.0814368
